sample_id,n_arms,arms,in_ra_ft,in_paper_ge2,in_paper_ge3,in_all_ge3,direction,interesting
122,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
124,1,remove_all,0,0,0,0,low_to_high,0
129,3,format_tone|content_format|ct_old,0,1,0,1,high_to_low,1
130,1,remove_all,0,0,0,0,high_to_low,1
132,2,format_tone|content_format,0,1,0,0,low_to_high,0
133,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
138,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
139,2,content_format|remove_all,0,1,0,0,high_to_low,1
143,1,content_format,0,0,0,0,low_to_high,0
144,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
146,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
150,3,remove_all|ct_old|ct_new,0,0,0,1,low_to_high,0
156,2,format_tone|ct_old,0,0,0,0,high_to_low,1
157,1,remove_all,0,0,0,0,high_to_low,1
159,4,content_format|remove_all|ct_old|ct_new,0,1,0,1,high_to_low,1
160,1,ct_new,0,0,0,0,low_to_high,0
162,1,remove_all,0,0,0,0,low_to_high,0
164,1,remove_all,0,0,0,0,high_to_low,1
165,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
166,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
172,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
173,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
174,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
177,2,remove_all|ct_new,0,0,0,0,low_to_high,0
183,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
186,2,content_format|ct_old,0,0,0,0,high_to_low,1
191,3,format_tone|ct_old|ct_new,0,0,0,1,high_to_low,1
193,3,format_tone|ct_old|ct_new,0,0,0,1,high_to_low,1
194,1,remove_all,0,0,0,0,low_to_high,0
199,2,content_format|remove_all,0,1,0,0,high_to_low,1
200,1,content_format,0,0,0,0,high_to_low,1
203,2,content_format|remove_all,0,1,0,0,low_to_high,0
204,1,content_format,0,0,0,0,high_to_low,1
207,2,format_tone|ct_old,0,0,0,0,high_to_low,1
209,1,ct_new,0,0,0,0,high_to_low,1
210,1,ct_new,0,0,0,0,high_to_low,1
212,2,remove_all|ct_new,0,0,0,0,high_to_low,1
213,3,remove_all|ct_old|ct_new,0,0,0,1,high_to_low,1
214,1,content_format,0,0,0,0,low_to_high,0
221,1,ct_old,0,0,0,0,low_to_high,0
223,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
225,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
229,1,ct_new,0,0,0,0,high_to_low,1
232,3,format_tone|remove_all|ct_old,1,1,0,1,low_to_high,0
233,3,format_tone|content_format|ct_new,0,1,0,1,low_to_high,0
238,2,format_tone|remove_all,1,1,0,0,low_to_high,0
240,3,remove_all|ct_old|ct_new,0,0,0,1,low_to_high,0
241,1,remove_all,0,0,0,0,high_to_low,1
252,2,format_tone|content_format,0,1,0,0,low_to_high,0
253,2,ct_old|ct_new,0,0,0,0,low_to_high,0
256,2,content_format|remove_all,0,1,0,0,low_to_high,0
259,1,ct_old,0,0,0,0,high_to_low,1
260,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
261,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
262,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
264,1,ct_old,0,0,0,0,high_to_low,1
265,1,content_format,0,0,0,0,high_to_low,1
266,2,remove_all|ct_old,0,0,0,0,high_to_low,1
267,1,content_format,0,0,0,0,high_to_low,1
269,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
271,2,remove_all|ct_new,0,0,0,0,high_to_low,1
272,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
274,2,format_tone|remove_all,1,1,0,0,low_to_high,0
276,1,ct_new,0,0,0,0,low_to_high,0
278,1,format_tone,0,0,0,0,low_to_high,0
279,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
283,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
286,3,content_format|ct_old|ct_new,0,0,0,1,low_to_high,0
288,1,remove_all,0,0,0,0,low_to_high,0
290,2,format_tone|remove_all,1,1,0,0,high_to_low,1
295,2,format_tone|ct_old,0,0,0,0,low_to_high,0
297,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
306,1,format_tone,0,0,0,0,low_to_high,0
308,2,ct_old|ct_new,0,0,0,0,low_to_high,0
309,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
312,1,content_format,0,0,0,0,low_to_high,0
313,1,remove_all,0,0,0,0,high_to_low,1
324,1,remove_all,0,0,0,0,high_to_low,1
325,1,remove_all,0,0,0,0,high_to_low,1
329,3,content_format|ct_old|ct_new,0,0,0,1,low_to_high,0
331,1,remove_all,0,0,0,0,low_to_high,0
333,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
335,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
340,1,format_tone,0,0,0,0,low_to_high,0
341,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
343,3,content_format|remove_all|ct_old,0,1,0,1,low_to_high,0
344,3,content_format|ct_old|ct_new,0,0,0,1,high_to_low,1
346,1,remove_all,0,0,0,0,low_to_high,0
349,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
350,2,format_tone|content_format,0,1,0,0,high_to_low,1
354,2,ct_old|ct_new,0,0,0,0,high_to_low,1
355,2,format_tone|remove_all,1,1,0,0,high_to_low,1
356,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
357,2,format_tone|content_format,0,1,0,0,high_to_low,1
358,1,ct_new,0,0,0,0,high_to_low,1
363,2,format_tone|remove_all,1,1,0,0,high_to_low,1
364,1,ct_old,0,0,0,0,low_to_high,0
366,1,content_format,0,0,0,0,high_to_low,1
368,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
371,1,ct_old,0,0,0,0,high_to_low,1
373,1,content_format,0,0,0,0,low_to_high,0
374,1,format_tone,0,0,0,0,low_to_high,0
378,1,ct_old,0,0,0,0,high_to_low,1
387,1,remove_all,0,0,0,0,low_to_high,0
393,1,ct_old,0,0,0,0,high_to_low,1
394,2,ct_old|ct_new,0,0,0,0,high_to_low,1
396,1,remove_all,0,0,0,0,low_to_high,0
399,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
400,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
403,3,format_tone|ct_old|ct_new,0,0,0,1,low_to_high,0
404,2,format_tone|content_format,0,1,0,0,low_to_high,0
407,3,format_tone|remove_all|ct_new,1,1,0,1,low_to_high,0
411,2,remove_all|ct_old,0,0,0,0,low_to_high,0
413,2,format_tone|content_format,0,1,0,0,low_to_high,0
416,1,remove_all,0,0,0,0,high_to_low,1
418,3,remove_all|ct_old|ct_new,0,0,0,1,low_to_high,0
422,2,content_format|remove_all,0,1,0,0,low_to_high,0
429,1,content_format,0,0,0,0,low_to_high,0
432,1,content_format,0,0,0,0,low_to_high,0
435,1,ct_old,0,0,0,0,low_to_high,0
436,2,ct_old|ct_new,0,0,0,0,high_to_low,1
442,1,format_tone,0,0,0,0,high_to_low,1
443,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
446,3,content_format|remove_all|ct_new,0,1,0,1,low_to_high,0
448,2,remove_all|ct_new,0,0,0,0,low_to_high,0
450,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
451,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
454,3,format_tone|ct_old|ct_new,0,0,0,1,high_to_low,1
462,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
468,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
474,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
481,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
485,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
486,1,format_tone,0,0,0,0,high_to_low,1
487,2,format_tone|remove_all,1,1,0,0,low_to_high,0
488,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
492,2,format_tone|remove_all,1,1,0,0,high_to_low,1
493,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
494,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,high_to_low,1
496,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
499,3,content_format|remove_all|ct_new,0,1,0,1,high_to_low,1
500,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
503,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
504,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
506,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
514,1,content_format,0,0,0,0,high_to_low,1
515,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
516,2,content_format|ct_new,0,0,0,0,low_to_high,0
517,2,content_format|ct_new,0,0,0,0,high_to_low,1
519,1,ct_old,0,0,0,0,low_to_high,0
522,1,ct_new,0,0,0,0,high_to_low,1
523,1,remove_all,0,0,0,0,high_to_low,1
525,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
526,1,ct_old,0,0,0,0,high_to_low,1
530,2,remove_all|ct_old,0,0,0,0,high_to_low,1
531,1,format_tone,0,0,0,0,low_to_high,0
533,2,format_tone|remove_all,1,1,0,0,high_to_low,1
534,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
535,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
536,1,ct_new,0,0,0,0,high_to_low,1
542,1,remove_all,0,0,0,0,high_to_low,1
546,3,content_format|remove_all|ct_new,0,1,0,1,high_to_low,1
548,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,high_to_low,1
550,2,content_format|remove_all,0,1,0,0,high_to_low,1
552,2,remove_all|ct_new,0,0,0,0,high_to_low,1
556,2,content_format|remove_all,0,1,0,0,low_to_high,0
559,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
562,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
566,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
570,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
571,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
572,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
582,2,format_tone|ct_old,0,0,0,0,high_to_low,1
584,3,content_format|remove_all|ct_new,0,1,0,1,high_to_low,1
591,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
594,1,remove_all,0,0,0,0,high_to_low,1
595,1,ct_new,0,0,0,0,high_to_low,1
596,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
597,1,content_format,0,0,0,0,low_to_high,0
598,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
603,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,high_to_low,1
606,2,format_tone|content_format,0,1,0,0,high_to_low,1
609,3,content_format|remove_all|ct_old,0,1,0,1,low_to_high,0
610,1,ct_old,0,0,0,0,low_to_high,0
612,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
619,1,format_tone,0,0,0,0,low_to_high,0
620,1,format_tone,0,0,0,0,low_to_high,0
626,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
628,1,ct_new,0,0,0,0,high_to_low,1
630,2,format_tone|remove_all,1,1,0,0,low_to_high,0
631,2,format_tone|remove_all,1,1,0,0,low_to_high,0
638,1,format_tone,0,0,0,0,high_to_low,1
640,2,format_tone|content_format,0,1,0,0,high_to_low,1
643,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
646,2,format_tone|remove_all,1,1,0,0,high_to_low,1
647,1,remove_all,0,0,0,0,low_to_high,0
650,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
656,2,format_tone|remove_all,1,1,0,0,low_to_high,0
658,2,remove_all|ct_new,0,0,0,0,low_to_high,0
660,1,format_tone,0,0,0,0,low_to_high,0
667,1,format_tone,0,0,0,0,low_to_high,0
668,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
669,1,remove_all,0,0,0,0,low_to_high,0
672,1,format_tone,0,0,0,0,low_to_high,0
675,1,remove_all,0,0,0,0,high_to_low,1
679,1,content_format,0,0,0,0,low_to_high,0
680,2,format_tone|ct_new,0,0,0,0,high_to_low,1
682,4,content_format|remove_all|ct_old|ct_new,0,1,0,1,high_to_low,1
685,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
687,1,format_tone,0,0,0,0,high_to_low,1
688,1,ct_old,0,0,0,0,high_to_low,1
691,3,remove_all|ct_old|ct_new,0,0,0,1,low_to_high,0
698,2,content_format|remove_all,0,1,0,0,low_to_high,0
699,2,ct_old|ct_new,0,0,0,0,low_to_high,0
701,1,remove_all,0,0,0,0,low_to_high,0
703,1,ct_old,0,0,0,0,low_to_high,0
705,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
708,2,format_tone|remove_all,1,1,0,0,low_to_high,0
710,2,content_format|remove_all,0,1,0,0,high_to_low,1
711,1,remove_all,0,0,0,0,low_to_high,0
713,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
714,1,format_tone,0,0,0,0,low_to_high,0
715,1,remove_all,0,0,0,0,low_to_high,0
716,1,format_tone,0,0,0,0,high_to_low,1
717,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
718,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
721,1,content_format,0,0,0,0,high_to_low,1
722,1,content_format,0,0,0,0,low_to_high,0
724,1,format_tone,0,0,0,0,high_to_low,1
726,2,remove_all|ct_new,0,0,0,0,low_to_high,0
727,1,format_tone,0,0,0,0,low_to_high,0
731,2,format_tone|remove_all,1,1,0,0,low_to_high,0
736,1,format_tone,0,0,0,0,high_to_low,1
737,2,format_tone|remove_all,1,1,0,0,low_to_high,0
739,1,content_format,0,0,0,0,high_to_low,1
743,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
749,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
751,2,format_tone|remove_all,1,1,0,0,high_to_low,1
753,2,format_tone|remove_all,1,1,0,0,low_to_high,0
754,2,format_tone|content_format,0,1,0,0,low_to_high,0
756,2,format_tone|ct_new,0,0,0,0,low_to_high,0
762,2,remove_all|ct_old,0,0,0,0,high_to_low,1
764,3,remove_all|ct_old|ct_new,0,0,0,1,high_to_low,1
768,4,content_format|remove_all|ct_old|ct_new,0,1,0,1,low_to_high,0
771,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
772,1,remove_all,0,0,0,0,low_to_high,0
774,2,format_tone|content_format,0,1,0,0,high_to_low,1
777,1,format_tone,0,0,0,0,low_to_high,0
779,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
783,2,format_tone|remove_all,1,1,0,0,low_to_high,0
784,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
788,2,format_tone|remove_all,1,1,0,0,high_to_low,1
789,1,format_tone,0,0,0,0,high_to_low,1
791,2,format_tone|remove_all,1,1,0,0,low_to_high,0
795,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
797,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
798,1,format_tone,0,0,0,0,low_to_high,0
801,2,format_tone|remove_all,1,1,0,0,high_to_low,1
802,1,content_format,0,0,0,0,high_to_low,1
804,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
807,2,format_tone|remove_all,1,1,0,0,high_to_low,1
809,1,ct_new,0,0,0,0,high_to_low,1
810,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
811,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,high_to_low,1
816,1,format_tone,0,0,0,0,low_to_high,0
817,1,content_format,0,0,0,0,high_to_low,1
820,2,ct_old|ct_new,0,0,0,0,high_to_low,1
823,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
825,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
831,1,ct_old,0,0,0,0,low_to_high,0
836,1,ct_old,0,0,0,0,low_to_high,0
837,2,content_format|ct_old,0,0,0,0,low_to_high,0
839,1,ct_old,0,0,0,0,low_to_high,0
840,2,format_tone|ct_old,0,0,0,0,high_to_low,1
842,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
849,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,low_to_high,0
850,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
853,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
854,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
855,2,content_format|remove_all,0,1,0,0,low_to_high,0
857,2,remove_all|ct_new,0,0,0,0,high_to_low,1
859,1,ct_old,0,0,0,0,high_to_low,1
860,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
863,1,remove_all,0,0,0,0,low_to_high,0
867,2,format_tone|content_format,0,1,0,0,low_to_high,0
874,1,format_tone,0,0,0,0,low_to_high,0
875,1,ct_new,0,0,0,0,low_to_high,0
877,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
880,3,format_tone|content_format|ct_old,0,1,0,1,high_to_low,1
888,3,format_tone|ct_old|ct_new,0,0,0,1,high_to_low,1
891,1,format_tone,0,0,0,0,low_to_high,0
893,1,content_format,0,0,0,0,low_to_high,0
898,2,format_tone|ct_new,0,0,0,0,low_to_high,0
899,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
904,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
905,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
909,2,format_tone|remove_all,1,1,0,0,low_to_high,0
911,3,format_tone|remove_all|ct_new,1,1,0,1,low_to_high,0
913,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
917,1,remove_all,0,0,0,0,high_to_low,1
918,1,format_tone,0,0,0,0,high_to_low,1
921,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
922,1,remove_all,0,0,0,0,low_to_high,0
923,1,content_format,0,0,0,0,high_to_low,1
924,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
925,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
929,1,format_tone,0,0,0,0,low_to_high,0
935,1,ct_old,0,0,0,0,low_to_high,0
936,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
937,3,content_format|ct_old|ct_new,0,0,0,1,high_to_low,1
939,4,content_format|remove_all|ct_old|ct_new,0,1,0,1,high_to_low,1
943,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
955,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
956,3,format_tone|remove_all|ct_new,1,1,0,1,low_to_high,0
958,2,content_format|remove_all,0,1,0,0,low_to_high,0
965,1,format_tone,0,0,0,0,high_to_low,1
966,2,remove_all|ct_new,0,0,0,0,low_to_high,0
973,1,ct_old,0,0,0,0,low_to_high,0
974,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
976,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
978,1,content_format,0,0,0,0,high_to_low,1
981,1,content_format,0,0,0,0,high_to_low,1
983,1,ct_old,0,0,0,0,high_to_low,1
984,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
985,2,format_tone|remove_all,1,1,0,0,low_to_high,0
986,1,content_format,0,0,0,0,high_to_low,1
987,1,remove_all,0,0,0,0,low_to_high,0
991,1,ct_new,0,0,0,0,high_to_low,1
992,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
996,1,ct_old,0,0,0,0,high_to_low,1
998,2,format_tone|remove_all,1,1,0,0,low_to_high,0
999,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1000,1,format_tone,0,0,0,0,low_to_high,0
1003,3,format_tone|remove_all|ct_new,1,1,0,1,low_to_high,0
1004,2,remove_all|ct_new,0,0,0,0,high_to_low,1
1009,2,format_tone|remove_all,1,1,0,0,low_to_high,0
1010,2,ct_old|ct_new,0,0,0,0,low_to_high,0
1013,1,format_tone,0,0,0,0,low_to_high,0
1016,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1017,1,content_format,0,0,0,0,low_to_high,0
1019,3,format_tone|remove_all|ct_old,1,1,0,1,low_to_high,0
1021,1,remove_all,0,0,0,0,high_to_low,1
1024,2,format_tone|remove_all,1,1,0,0,low_to_high,0
1025,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1028,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1030,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
1032,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1035,2,format_tone|remove_all,1,1,0,0,low_to_high,0
1039,3,content_format|remove_all|ct_new,0,1,0,1,low_to_high,0
1040,1,remove_all,0,0,0,0,low_to_high,0
1049,3,format_tone|content_format|ct_new,0,1,0,1,high_to_low,1
1050,3,format_tone|ct_old|ct_new,0,0,0,1,high_to_low,1
1052,1,content_format,0,0,0,0,high_to_low,1
1054,3,remove_all|ct_old|ct_new,0,0,0,1,high_to_low,1
1057,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,high_to_low,1
1059,4,content_format|remove_all|ct_old|ct_new,0,1,0,1,high_to_low,1
1063,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,high_to_low,1
1064,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
1065,1,content_format,0,0,0,0,low_to_high,0
1068,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1069,2,format_tone|ct_old,0,0,0,0,high_to_low,1
1073,2,ct_old|ct_new,0,0,0,0,high_to_low,1
1074,1,remove_all,0,0,0,0,low_to_high,0
1076,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1077,2,remove_all|ct_new,0,0,0,0,high_to_low,1
1083,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1086,1,ct_old,0,0,0,0,low_to_high,0
1087,2,content_format|remove_all,0,1,0,0,high_to_low,1
1092,2,ct_old|ct_new,0,0,0,0,high_to_low,1
1094,1,format_tone,0,0,0,0,low_to_high,0
1095,3,format_tone|remove_all|ct_new,1,1,0,1,low_to_high,0
1100,2,content_format|remove_all,0,1,0,0,high_to_low,1
1101,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
1102,1,ct_old,0,0,0,0,high_to_low,1
1103,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1104,1,ct_old,0,0,0,0,high_to_low,1
1106,2,format_tone|remove_all,1,1,0,0,low_to_high,0
1109,2,format_tone|remove_all,1,1,0,0,low_to_high,0
1113,3,format_tone|content_format|ct_old,0,1,0,1,high_to_low,1
1118,1,remove_all,0,0,0,0,low_to_high,0
1120,1,format_tone,0,0,0,0,high_to_low,1
1124,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1127,1,format_tone,0,0,0,0,low_to_high,0
1131,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1132,1,remove_all,0,0,0,0,high_to_low,1
1135,1,remove_all,0,0,0,0,low_to_high,0
1136,2,format_tone|remove_all,1,1,0,0,low_to_high,0
1138,1,remove_all,0,0,0,0,high_to_low,1
