sample_id,n_arms,arms,in_ra_ft,in_paper_ge2,in_paper_ge3,in_all_ge3,direction,interesting
1870,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1885,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1887,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1914,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
1916,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1936,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1938,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1950,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1951,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1981,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
1983,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2017,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2018,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2028,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
2029,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2053,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
2063,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
2079,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2083,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
2092,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2094,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2111,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2151,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2172,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2181,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2193,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
2261,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
2285,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2287,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2300,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2301,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2303,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2318,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
2325,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2344,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2350,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2359,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2365,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2368,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2371,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2402,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2403,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2408,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
2431,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2458,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2478,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2492,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
2507,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
2508,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2523,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2536,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2537,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2551,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
2586,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2634,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2646,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2694,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
