sample_id,n_arms,arms,in_ra_ft,in_paper_ge2,in_paper_ge3,in_all_ge3,direction,interesting
399,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
450,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
451,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
462,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
468,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
485,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
488,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
492,2,format_tone|remove_all,1,1,0,0,high_to_low,1
493,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
504,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
506,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
515,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
525,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
533,2,format_tone|remove_all,1,1,0,0,high_to_low,1
534,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
535,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
559,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
566,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
570,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
571,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
572,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
596,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
612,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
643,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
646,2,format_tone|remove_all,1,1,0,0,high_to_low,1
705,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
713,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
717,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
718,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
743,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
749,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
751,2,format_tone|remove_all,1,1,0,0,high_to_low,1
771,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
779,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
784,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
788,2,format_tone|remove_all,1,1,0,0,high_to_low,1
795,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
801,2,format_tone|remove_all,1,1,0,0,high_to_low,1
804,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
807,2,format_tone|remove_all,1,1,0,0,high_to_low,1
810,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
825,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
842,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
853,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
854,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
860,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
877,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
904,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
924,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
936,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
943,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
955,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
976,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
992,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
999,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1016,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1025,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1028,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1030,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
1032,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1064,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
1068,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1076,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1083,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1103,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1124,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1131,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1149,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1164,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1167,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1169,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1171,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1175,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1177,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1185,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1188,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
1197,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1212,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1217,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1219,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1229,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1236,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1272,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1304,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1307,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1323,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1326,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1338,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1339,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1366,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1421,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1435,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1463,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1481,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1492,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
1502,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1519,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1521,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1524,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1532,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1538,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1544,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1561,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1563,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1575,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1583,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1584,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1586,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1598,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1611,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1623,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1627,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1634,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1661,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1705,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1707,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
1718,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1729,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
1734,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1735,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1772,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1773,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1780,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1797,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1812,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1814,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1827,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1830,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1835,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1836,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1849,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1870,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1885,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1887,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1916,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1923,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1930,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
1936,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1938,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1950,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1951,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1955,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1978,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1983,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2017,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2029,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2079,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2092,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2108,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2111,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2115,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
2116,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
2151,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2156,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2170,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
2172,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2180,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2181,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2217,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2247,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2266,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2274,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
2275,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2285,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2287,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2300,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2301,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2322,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2325,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2344,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2350,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2351,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2365,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2368,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2371,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2374,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2403,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2423,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
2431,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2456,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2458,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2465,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2474,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2478,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2488,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2508,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2523,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2536,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2537,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2542,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
2565,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2611,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2634,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2646,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2658,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
