sample_id,n_arms,arms,in_ra_ft,in_paper_ge2,in_paper_ge3,in_all_ge3,direction,interesting
1051,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1059,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1068,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1095,2,format_tone|remove_all,1,1,0,0,low_to_high,0
1111,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1113,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
1140,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1170,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1171,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1189,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1213,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1225,3,format_tone|remove_all|ct_new,1,1,0,1,low_to_high,0
1244,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1251,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1280,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
1283,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1284,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1297,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1307,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1310,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
1312,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1323,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1326,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1339,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1349,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1387,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
1389,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1428,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1435,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1436,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
1438,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1458,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1460,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
1467,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1474,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1502,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1524,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1526,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1542,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1557,3,format_tone|remove_all|ct_new,1,1,0,1,low_to_high,0
1559,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1580,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1592,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1597,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1610,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1622,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1628,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1641,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1643,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
1648,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1650,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
1666,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1667,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1672,3,format_tone|remove_all|ct_old,1,1,0,1,low_to_high,0
1677,2,format_tone|remove_all,1,1,0,0,low_to_high,0
1684,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1687,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
1705,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1724,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1726,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1736,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1743,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1745,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1748,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1754,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1758,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1765,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1778,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
1789,3,format_tone|remove_all|ct_old,1,1,0,1,low_to_high,0
1796,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1801,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1805,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1808,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1810,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1822,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1830,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1834,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1835,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1838,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
1855,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1866,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1867,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1870,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1878,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1900,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1919,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1926,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1950,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
1952,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1958,3,format_tone|remove_all|ct_old,1,1,0,1,low_to_high,0
1963,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,low_to_high,0
1968,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
1976,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1983,2,format_tone|remove_all,1,1,0,0,high_to_low,1
1987,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2025,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2028,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2037,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2060,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2065,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2072,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2076,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2077,3,format_tone|remove_all|ct_new,1,1,0,1,low_to_high,0
2079,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2115,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2145,2,format_tone|remove_all,1,1,0,0,low_to_high,0
2149,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2154,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
2159,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2160,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2161,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
2181,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2217,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2239,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2246,2,format_tone|remove_all,1,1,0,0,low_to_high,0
2253,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2255,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2266,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2275,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2276,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2277,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2288,2,format_tone|remove_all,1,1,0,0,low_to_high,0
2291,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2292,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2299,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2301,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
2308,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2310,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2325,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
2351,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2363,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
2364,2,format_tone|remove_all,1,1,0,0,low_to_high,0
2368,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2371,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2378,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2387,2,format_tone|remove_all,1,1,0,0,low_to_high,0
2390,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2399,3,format_tone|remove_all|ct_old,1,1,0,1,high_to_low,1
2410,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2416,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2419,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
2421,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2425,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2450,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2454,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2456,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2458,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2471,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2495,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,high_to_low,1
2496,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2507,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2509,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2519,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2520,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
2535,3,format_tone|remove_all|ct_new,1,1,0,1,high_to_low,1
2536,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2537,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2539,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2547,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2565,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
2573,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2603,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2613,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2618,2,format_tone|remove_all,1,1,0,0,high_to_low,1
2628,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2634,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2652,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2670,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2692,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
