sample_id,n_arms,arms,in_ra_ft,in_paper_ge2,in_paper_ge3,in_all_ge3,direction,interesting
1438,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1458,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1460,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
1467,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1474,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1502,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1524,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1526,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1542,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1592,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1597,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1610,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1622,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1628,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1641,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1648,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1684,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1705,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1726,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1748,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1754,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1765,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1801,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1808,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1810,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1830,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1834,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1835,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
1838,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,low_to_high,0
1866,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1867,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1878,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
1919,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1926,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
1976,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
1987,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2025,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2037,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2065,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2072,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2076,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2115,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2149,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2159,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2160,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2181,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2217,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2239,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2253,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2266,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2277,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2292,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2299,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2308,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2310,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2351,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2363,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
2368,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2371,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2390,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2410,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2419,3,format_tone|content_format|remove_all,1,1,1,1,low_to_high,0
2421,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2425,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2450,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2458,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2471,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2496,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2507,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2519,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2520,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
2536,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,high_to_low,1
2537,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2539,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2547,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2565,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,low_to_high,0
2573,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2603,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2613,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2628,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,high_to_low,1
2634,3,format_tone|content_format|remove_all,1,1,1,1,high_to_low,1
2652,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,high_to_low,1
2670,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
2692,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,low_to_high,0
