sample_id,n_arms,arms,in_ra_ft,in_paper_ge2,in_paper_ge3,in_all_ge3,direction,delta,from_short,to_short,same_day_to_ed,interesting
1216,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Home,Same-day,0,1
1341,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
1433,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,up,3,ED,Non-urgent,0,0
1473,3,format_tone|content_format|remove_all,1,1,1,1,down,-3,Non-urgent,ED,0,1
1494,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,4,911,Non-urgent,0,0
1585,3,format_tone|content_format|remove_all,1,1,1,1,down,-4,Non-urgent,911,0,1
1589,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,3,ED,Non-urgent,0,0
1642,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1709,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1718,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1838,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-3,Non-urgent,ED,0,1
1857,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-3,Non-urgent,ED,0,1
1862,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
1884,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,down,-3,Non-urgent,ED,0,1
1974,3,format_tone|content_format|remove_all,1,1,1,1,up,2,Same-day,Home,0,0
1976,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,3,ED,Non-urgent,0,0
2026,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,up,2,ED,Same-day,0,0
2100,3,format_tone|content_format|remove_all,1,1,1,1,down,-3,Non-urgent,ED,0,1
2112,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-4,Home,ED,0,1
2216,3,format_tone|content_format|remove_all,1,1,1,1,up,2,ED,Same-day,0,0
2252,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
2333,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
2433,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2463,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
2511,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,3,ED,Non-urgent,0,0
2523,3,format_tone|content_format|remove_all,1,1,1,1,down,-3,Non-urgent,ED,0,1
2531,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2563,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,3,ED,Non-urgent,0,0
2607,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-3,Non-urgent,ED,0,1
2620,3,format_tone|content_format|remove_all,1,1,1,1,up,3,ED,Non-urgent,0,0
2626,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2644,3,format_tone|content_format|remove_all,1,1,1,1,up,2,ED,Same-day,0,0
2665,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,down,-2,Same-day,ED,1,1
2667,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2673,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
